model_id,source_node,source_type,target_node,target_type,condition
doc-10.10,examine,Activity,or,XOR Gateway,
doc-10.10,rejects,Activity,The MPO,Actor,
doc-10.10,rejects,Activity,the failure of the fault detector,Activity Data,
doc-10.10,or,XOR Gateway,rejects,Activity,conditional
doc-10.10,or,XOR Gateway,confirms,Activity,conditional
doc-10.10,confirms,Activity,the MPO,Actor,
doc-10.10,confirms,Activity,the failure of the fault detector,Activity Data,
doc-10.10,confirms,Activity,informes,Activity,
doc-10.10,informes,Activity,he,Actor,
doc-10.10,informes,Activity,the GO,Actor,
doc-10.10,informes,Activity,the MSP,Actor,
doc-10.10,informes,Activity,fixes,Activity,
doc-10.10,fixes,Activity,The MPO,Actor,
doc-10.10,fixes,Activity,the fault at the measuring device,Activity Data,
doc-10.10,fixes,Activity,shares,Activity,
doc-10.10,shares,Activity,The MPO,Actor,
doc-10.10,shares,Activity,the results of the repairs,Activity Data,
doc-10.10,shares,Activity,carried out with the fault detector,Further Specification,
doc-10.10,shares,Activity,inform,Activity,
doc-10.10,inform,Activity,The MPO,Actor,
doc-10.10,inform,Activity,the GO,Actor,
doc-10.10,inform,Activity,about the resolution of the interference,Activity Data,
doc-10.10,inform,Activity,inform,Activity,
doc-10.10,inform,Activity,The MPO,Actor,
doc-10.10,inform,Activity,the MSP,Actor,
doc-10.10,inform,Activity,about the resolution of the interference,Activity Data,
doc-4.1,done,Activity,This notice,Activity Data,
doc-4.1,done,Activity,the family doctor,Actor,
doc-4.1,done,Activity,inquires,Activity,
doc-4.1,inquires,Activity,The secretarial worker,Actor,
doc-4.1,inquires,Activity,the name and residence of the patient,Activity Data,
doc-4.1,inquires,Activity,put through,Activity,
doc-4.1,put through,Activity,the doctor,Activity Data,
doc-4.1,put through,Activity,the nursing officer responsible,Actor,
doc-4.1,put through,Activity,for the part of the region that the patient lives in,Further Specification,
doc-4.1,put through,Activity,makes a full inquiry,Activity,
doc-4.1,makes a full inquiry,Activity,The nursing officer,Actor,
doc-4.1,makes a full inquiry,Activity,"into the mental , health , and social state of the patient in question",Further Specification,
doc-4.1,makes a full inquiry,Activity,recorded,Activity,
doc-4.1,recorded,Activity,The nursing officer,Actor,
doc-4.1,recorded,Activity,This information,Activity Data,
doc-4.1,recorded,Activity,on a registration form,Further Specification,
doc-4.1,recorded,Activity,handed in,Activity,
doc-4.1,handed in,Activity,The nursing officer,Actor,
doc-4.1,handed in,Activity,this form,Activity Data,
doc-4.1,handed in,Activity,the secretarial office,Actor,
doc-4.1,handed in,Activity,stored,Activity,
doc-4.1,stored,Activity,the secretarial office,Actor,
doc-4.1,stored,Activity,the information on the form,Activity Data,
doc-4.1,stored,Activity,in the information system,Further Specification,
doc-4.1,stored,Activity,printed,Activity,
doc-4.1,printed,Activity,the secretarial office,Actor,
doc-4.1,printed,Activity,the information on the form,Activity Data,
doc-4.1,printed,Activity,For,XOR Gateway,
doc-4.1,For,XOR Gateway,new patients,Condition Specification,conditional
doc-4.1,For,XOR Gateway,takes place,Activity,conditional
doc-4.1,new patients,Condition Specification,created,Activity,
doc-4.1,created,Activity,the secretarial office,Actor,
doc-4.1,created,Activity,a patient file,Activity Data,
doc-4.1,created,Activity,stored,Activity,
doc-4.1,stored,Activity,the secretarial office,Actor,
doc-4.1,stored,Activity,The registration form,Activity Data,
doc-4.1,stored,Activity,the print from the information system,Activity Data,
doc-4.1,stored,Activity,in the patient file,Further Specification,
doc-4.1,stored,Activity,produced,Activity,
doc-4.1,produced,Activity,the secretarial office,Actor,
doc-4.1,produced,Activity,two registration cards,Activity Data,
doc-4.1,produced,Activity,for respectively the future first and second intaker of the patient,Further Specification,
doc-4.1,produced,Activity,added,Activity,
doc-4.1,added,Activity,the secretarial office,Actor,
doc-4.1,added,Activity,The new patient,Activity Data,
doc-4.1,added,Activity,on the list of new notices,Further Specification,
doc-4.1,added,Activity,takes place,Activity,
doc-4.1,takes place,Activity,a staff meeting,Activity Data,
doc-4.1,takes place,Activity,of the entire medical team,Further Specification,
doc-4.1,takes place,Activity,assigns,Activity,
doc-4.1,assigns,Activity,the team-leader,Actor,
doc-4.1,assigns,Activity,all new patients,Activity Data,
doc-4.1,assigns,Activity,members of the team,Actor,
doc-4.1,assigns,Activity,recorded,Activity,
doc-4.1,recorded,Activity,the team-leader,Actor,
doc-4.1,recorded,Activity,The assignments,Activity Data,
doc-4.1,recorded,Activity,on an assignment list,Further Specification,
doc-4.1,recorded,Activity,determined,Activity,
doc-4.1,handed,Activity,the team-leader,Actor,
doc-4.1,handed,Activity,The assignments,Activity Data,
doc-4.1,handed,Activity,the secretarial office,Actor,
doc-4.1,determined,Activity,the secretarial office,Actor,
doc-4.1,determined,Activity,the medical file of the patient,Activity Data,
doc-4.1,determined,Activity,added,Activity,
doc-4.1,added,Activity,the secretarial office,Actor,
doc-4.1,added,Activity,This information,Activity Data,
doc-4.1,added,Activity,to the assignment list,Further Specification,
doc-4.1,added,Activity,stores,Activity,
doc-4.1,stores,Activity,The secretarial office,Actor,
doc-4.1,stores,Activity,the assignment of each patient of the assignment list,Activity Data,
doc-4.1,stores,Activity,in the information system,Further Specification,
doc-4.1,stores,Activity,passes,Activity,
doc-4.1,passes,Activity,It,Actor,
doc-4.1,passes,Activity,the produced registration cards,Activity Data,
doc-4.1,passes,Activity,the first and second intaker,Actor,
doc-4.1,passes,Activity,For each patient for which,XOR Gateway,
doc-4.1,For each patient for which,XOR Gateway,the medical file is required,Condition Specification,conditional
doc-4.1,For each patient for which,XOR Gateway,plans,Activity,conditional
doc-4.1,the medical file is required,Condition Specification,prepares,Activity,
doc-4.1,prepares,Activity,the secretarial office,Actor,
doc-4.1,prepares,Activity,sends,Activity,
doc-4.1,sends,Activity,the secretarial office,Actor,
doc-4.1,sends,Activity,a letter,Activity Data,
doc-4.1,sends,Activity,a letter,Activity Data,
doc-4.1,sends,Activity,the family doctor of the patient,Actor,
doc-4.1,sends,Activity,received,Activity,
doc-4.1,received,Activity,this copy,Activity Data,
doc-4.1,received,Activity,inform,Activity,
doc-4.1,inform,Activity,the secretarial office,Actor,
doc-4.1,inform,Activity,the second intaker,Actor,
doc-4.1,inform,Activity,add,Activity,
doc-4.1,add,Activity,the secretarial office,Actor,
doc-4.1,add,Activity,the copy,Activity Data,
doc-4.1,add,Activity,to the patient file,Further Specification,
doc-4.1,add,Activity,plans,Activity,
doc-4.1,plans,Activity,The first intaker,Actor,
doc-4.1,plans,Activity,a meeting with the patient,Activity Data,
doc-4.1,plans,Activity,examined,Activity,
doc-4.1,examined,Activity,The first intaker,Actor,
doc-4.1,examined,Activity,the patient,Activity Data,
doc-4.1,examined,Activity,registered,Activity,
doc-4.1,registered,Activity,The first intaker,Actor,
doc-4.1,registered,Activity,Additional observations,Activity Data,
doc-4.1,registered,Activity,in a personal notebook,Further Specification,
doc-4.1,registered,Activity,puts,Activity,
doc-4.1,puts,Activity,the first intaker,Actor,
doc-4.1,puts,Activity,a copy of these notes,Activity Data,
doc-4.1,puts,Activity,in the file of a patient,Further Specification,
doc-4.1,puts,Activity,added,Activity,
doc-4.1,added,Activity,the first intaker,Actor,
doc-4.1,added,Activity,The standard checklist,Activity Data,
doc-4.1,added,Activity,to the patient's file,Further Specification,
doc-4.1,added,Activity,if,XOR Gateway,
doc-4.1,plans,Activity,The second intaker,Actor,
doc-4.1,plans,Activity,the first meeting,Activity Data,
doc-4.1,plans,Activity,types out,Activity,
doc-4.1,if,XOR Gateway,required has been received,Condition Specification,conditional
doc-4.1,if,XOR Gateway,puts,Activity,conditional
doc-4.1,required has been received,Condition Specification,plans,Activity,
doc-4.1,types out,Activity,The secretarial office,Actor,
doc-4.1,types out,Activity,these tapes,Activity Data,
doc-4.1,types out,Activity,added,Activity,
doc-4.1,added,Activity,The secretarial office,Actor,
doc-4.1,added,Activity,the information,Activity Data,
doc-4.1,added,Activity,to the patient file,Further Specification,
doc-4.1,added,Activity,puts,Activity,
doc-4.1,puts,Activity,the secretarial office,Actor,
doc-4.1,puts,Activity,the patient,Activity Data,
doc-4.1,puts,Activity,on the list of patients that reach this status,Further Specification,
doc-4.1,puts,Activity,provide,Activity,
doc-4.1,provide,Activity,they,Actor,
doc-4.1,provide,Activity,the team-leader,Actor,
doc-4.1,provide,Activity,a list of these patients,Activity Data,
doc-4.1,provide,Activity,formulate,Activity,
doc-4.1,formulate,Activity,the first and second intaker together with the team-leader and the attending psychiatrist,Actor,
doc-4.1,formulate,Activity,a treatment plan,Activity Data,
doc-9.2,sends,Activity,The Customer Service Representative,Actor,
doc-9.2,sends,Activity,a Mortgage offer,Activity Data,
doc-9.2,sends,Activity,the customer,Actor,
doc-9.2,sends,Activity,waits for,Activity,
doc-9.2,waits for,Activity,The Customer Service Representative,Actor,
doc-9.2,waits for,Activity,a reply,Activity Data,
doc-9.2,waits for,Activity,If,XOR Gateway,
doc-9.2,If,XOR Gateway,the customer calls or writes back declining the mortgage,Condition Specification,conditional
doc-9.2,If,XOR Gateway,If,XOR Gateway,
doc-9.2,the customer calls or writes back declining the mortgage,Condition Specification,updated,Activity,
doc-9.2,updated,Activity,The Customer Service Representative,Actor,
doc-9.2,updated,Activity,the case details,Activity Data,
doc-9.2,updated,Activity,archived,Activity,
doc-9.2,archived,Activity,The Customer Service Representative,Actor,
doc-9.2,archived,Activity,the work,Activity Data,
doc-9.2,archived,Activity,cancellation,Activity,
doc-9.2,cancellation,Activity,The Customer Service Representative,Actor,
doc-9.2,cancellation,Activity,the work,Activity Data,
doc-9.2,If,XOR Gateway,the customer sends back the completed offer documents and attaches all prerequisite documents,Condition Specification,conditional
doc-9.2,If,XOR Gateway,If,XOR Gateway,
doc-9.2,the customer sends back the completed offer documents and attaches all prerequisite documents,Condition Specification,moved,Activity,
doc-9.2,moved,Activity,The Customer Service Representative,Actor,
doc-9.2,moved,Activity,the case,Activity Data,
doc-9.2,moved,Activity,administration,Actor,
doc-9.2,moved,Activity,If,XOR Gateway,
doc-9.2,If,XOR Gateway,all pre-requisite documents are not provided,Condition Specification,conditional
doc-9.2,all pre-requisite documents are not provided,Condition Specification,generated,Activity,
doc-9.2,generated,Activity,The Customer Service Representative,Actor,
doc-9.2,generated,Activity,a message,Activity Data,
doc-9.2,generated,Activity,the customer,Actor,
doc-9.2,generated,Activity,requesting outstanding documents,Further Specification,
doc-9.2,If,XOR Gateway,no answer is received after 2 weeks,Condition Specification,conditional
doc-9.2,no answer is received after 2 weeks,Condition Specification,updated,Activity,
doc-9.2,updated,Activity,The Customer Service Representative,Actor,
doc-9.2,updated,Activity,the case details,Activity Data,
doc-9.2,updated,Activity,archive,Activity,
doc-9.2,archive,Activity,The Customer Service Representative,Actor,
doc-9.2,archive,Activity,a Mortgage offer,Activity Data,
doc-9.2,archive,Activity,cancellation,Activity,
doc-9.2,cancellation,Activity,The Customer Service Representative,Actor,
doc-9.2,cancellation,Activity,a Mortgage offer,Activity Data,
doc-10.3,deregisters,Activity,The MPOO,Actor,
doc-10.3,deregisters,Activity,the GO,Actor,
doc-10.3,deregisters,Activity,verifies,Activity,
doc-10.3,verifies,Activity,The GO,Actor,
doc-10.3,verifies,Activity,the deregistration,Activity Data,
doc-10.3,verifies,Activity,or,XOR Gateway,
doc-10.3,rejects,Activity,The GO,Actor,
doc-10.3,rejects,Activity,the deregistration of the MPOO,Activity Data,
doc-10.3,or,XOR Gateway,rejects,Activity,conditional
doc-10.3,or,XOR Gateway,confirms,Activity,conditional
doc-10.3,confirms,Activity,the GO,Actor,
doc-10.3,confirms,Activity,preliminarily,Further Specification,
doc-10.3,confirms,Activity,the deregistration of the MPOO,Activity Data,
doc-10.3,confirms,Activity,prepares,Activity,
doc-10.3,prepares,Activity,The GO,Actor,
doc-10.3,prepares,Activity,the readmission of the measuring point,Activity Data,
doc-10.3,prepares,Activity,If,XOR Gateway,
doc-10.3,If,XOR Gateway,the GO binds the MPOO to continue the operation,Condition Specification,conditional
doc-10.3,If,XOR Gateway,performs,Activity,conditional
doc-10.3,the GO binds the MPOO to continue the operation,Condition Specification,confirmes,Activity,
doc-10.3,confirmes,Activity,the MPOO,Actor,
doc-10.3,confirmes,Activity,the continuation,Activity Data,
doc-10.3,confirmes,Activity,the MPOO,Actor,
doc-10.3,confirmes,Activity,performs,Activity,
doc-10.3,performs,Activity,The GO,Actor,
doc-10.3,performs,Activity,the equipment acquisition and / or equipment changes,Activity Data,
doc-10.3,performs,Activity,assigns,Activity,
doc-10.3,assigns,Activity,The GO,Actor,
doc-10.3,assigns,Activity,the GO as MPO,Activity Data,
doc-10.3,assigns,Activity,informs,Activity,
doc-10.3,informs,Activity,The GO,Actor,
doc-10.3,informs,Activity,the MPOO,Actor,
doc-10.3,informs,Activity,about the end of the assignment of the MPOO and the beginning of the assignment of the GO,Activity Data,
doc-10.3,informs,Activity,informs,Activity,
doc-10.3,informs,Activity,The GO,Actor,
doc-10.3,informs,Activity,the MSPO,Actor,
doc-10.3,informs,Activity,about the assignment of the GO,Activity Data,
doc-10.3,informs,Activity,informs,Activity,
doc-10.3,informs,Activity,The GO,Actor,
doc-10.3,informs,Activity,the SP,Actor,
doc-10.3,informs,Activity,about the assignment of the GO,Activity Data,
doc-5.2,submits,Activity,any employee,Actor,
doc-5.2,submits,Activity,a vacation request,Activity Data,
doc-5.2,submits,Activity,registered,Activity,
doc-5.2,registered,Activity,the requirement,Activity Data,
doc-5.2,registered,Activity,received,Activity,
doc-5.2,received,Activity,the request,Activity Data,
doc-5.2,received,Activity,the immediate supervisor,Actor,
doc-5.2,received,Activity,approve or reject,Activity,
doc-5.2,approve or reject,Activity,The supervisor,Actor,
doc-5.2,approve or reject,Activity,the request,Activity Data,
doc-5.2,approve or reject,Activity,If,XOR Gateway,
doc-5.2,If,XOR Gateway,the request is rejected,Condition Specification,conditional
doc-5.2,If,XOR Gateway,If,XOR Gateway,
doc-5.2,the request is rejected,Condition Specification,returned,Activity,
doc-5.2,returned,Activity,the application,Activity Data,
doc-5.2,returned,Activity,the applicant / employee,Actor,
doc-5.2,If,XOR Gateway,the request is approved,Condition Specification,conditional
doc-5.2,the request is approved,Condition Specification,generated,Activity,
doc-5.2,generated,Activity,a notification,Activity Data,
doc-5.2,generated,Activity,the Human Resources Representative,Actor,
doc-5.2,generated,Activity,complete,Activity,
doc-5.2,complete,Activity,who,Actor,
doc-5.2,complete,Activity,the respective management procedures,Activity Data,
doc-6.1,receives,Activity,ACME AG,Actor,
doc-6.1,receives,Activity,invoices,Activity Data,
doc-6.1,receives,Activity,received,Activity,
doc-6.1,received,Activity,These,Activity Data,
doc-6.1,received,Activity,the Secretariat,Actor,
doc-6.1,received,Activity,inspection,Activity,
doc-6.1,forwarded,Activity,These,Activity Data,
doc-6.1,forwarded,Activity,the Secretariat,Actor,
doc-6.1,forwarded,Activity,an accounting employee,Actor,
doc-6.1,forwarded,Activity,identifies,Activity,
doc-6.1,inspection,Activity,These,Activity Data,
doc-6.1,inspection,Activity,the Secretariat,Actor,
doc-6.1,inspection,Activity,forwarded,Activity,
doc-6.1,inspection,Activity,a short visual,Further Specification,
doc-6.1,identifies,Activity,she,Actor,
doc-6.1,identifies,Activity,the charging suppliers,Activity Data,
doc-6.1,identifies,Activity,creates,Activity,
doc-6.1,creates,Activity,she,Actor,
doc-6.1,creates,Activity,a new instance,Activity Data,
doc-6.1,creates,Activity,checks,Activity,
doc-6.1,checks,Activity,She,Actor,
doc-6.1,checks,Activity,the invoice items,Activity Data,
doc-6.1,checks,Activity,notes,Activity,
doc-6.1,notes,Activity,She,Actor,
doc-6.1,notes,Activity,the corresponding cost center at the ACME AG and the related cost center managers for each position,Activity Data,
doc-6.1,notes,Activity,go,Activity,
doc-6.1,go,Activity,She,Actor,
doc-6.1,go,Activity,The docket and the copy of the invoice,Activity Data,
doc-6.1,go,Activity,the internal mail,Actor,
doc-6.1,go,Activity,sent,Activity,
doc-6.1,sent,Activity,She,Actor,
doc-6.1,sent,Activity,The docket and the copy of the invoice,Activity Data,
doc-6.1,sent,Activity,the first cost center manager,Actor,
doc-6.1,sent,Activity,receiving,Activity,
doc-6.1,reviews,Activity,He,Actor,
doc-6.1,reviews,Activity,the content,Activity Data,
doc-6.1,reviews,Activity,for accuracy,Further Specification,
doc-6.1,reviews,Activity,Should,XOR Gateway,
doc-6.1,receiving,Activity,He,Actor,
doc-6.1,receiving,Activity,reviews,Activity,
doc-6.1,receiving,Activity,the copy of the invoice,Activity Data,
doc-6.1,Should,XOR Gateway,everything be in order,Condition Specification,conditional
doc-6.1,Should,XOR Gateway,if,XOR Gateway,
doc-6.1,everything be in order,Condition Specification,notes,Activity,
doc-6.1,notes,Activity,he,Actor,
doc-6.1,notes,Activity,his code,Activity Data,
doc-6.1,notes,Activity,on the docket,Further Specification,
doc-6.1,notes,Activity,returns,Activity,
doc-6.1,returns,Activity,he,Actor,
doc-6.1,returns,Activity,the copy of the invoice,Activity Data,
doc-6.1,returns,Activity,the internal mail,Actor,
doc-6.1,returns,Activity,if,XOR Gateway,
doc-6.1,passed on,Activity,the internal mail,Actor,
doc-6.1,passed on,Activity,the copy of the invoice,Activity Data,
doc-6.1,passed on,Activity,the next cost center manager,Actor,
doc-6.1,if,XOR Gateway,passed on,Activity,conditional
doc-6.1,if,XOR Gateway,all items are marked correct,Condition Specification,conditional
doc-6.1,all items are marked correct,Condition Specification,sent back,Activity,
doc-6.1,sent back,Activity,the internal mail,Actor,
doc-6.1,sent back,Activity,accounting,Actor,
doc-6.1,sent back,Activity,forwards,Activity,
doc-6.1,if,XOR Gateway,inconsistencies exist,Condition Specification,conditional
doc-6.1,if,XOR Gateway,if,XOR Gateway,
doc-6.1,inconsistencies exist,Condition Specification,rejects,Activity,
doc-6.1,rejects,Activity,the cost center manager,Actor,
doc-6.1,rejects,Activity,the AP,Activity Data,
doc-6.1,rejects,Activity,sent back,Activity,
doc-6.1,sent back,Activity,the copy of the invoice,Activity Data,
doc-6.1,sent back,Activity,accounting,Actor,
doc-6.1,sent back,Activity,proceede,Activity,
doc-6.1,proceede,Activity,she,Actor,
doc-6.1,proceede,Activity,the clarification with the vendor,Activity Data,
doc-6.1,proceede,Activity,forwards,Activity,
doc-6.1,if,XOR Gateway,necessary,Condition Specification,conditional
doc-6.1,necessary,Condition Specification,consults,Activity,
doc-6.1,consults,Activity,she,Actor,
doc-6.1,consults,Activity,the cost center managers,Actor,
doc-6.1,consults,Activity,sent,Activity,
doc-6.1,sent,Activity,she,Actor,
doc-6.1,sent,Activity,the copy of the invoice,Activity Data,
doc-6.1,sent,Activity,the cost center managers,Actor,
doc-6.1,sent,Activity,forwards,Activity,
doc-6.1,forwards,Activity,the accounting employee,Actor,
doc-6.1,forwards,Activity,the copy of the invoice,Activity Data,
doc-6.1,forwards,Activity,the commercial manager,Actor,
doc-6.1,forwards,Activity,makes,Activity,
doc-6.1,makes,Activity,He,Actor,
doc-6.1,makes,Activity,the commercial audit,Activity Data,
doc-6.1,makes,Activity,issues,Activity,
doc-6.1,issues,Activity,He,Actor,
doc-6.1,issues,Activity,the approval for payment,Activity Data,
doc-6.1,issues,Activity,If,XOR Gateway,
doc-6.1,If,XOR Gateway,the bill amount exceeds EUR 20,Condition Specification,conditional
doc-6.1,If,XOR Gateway,moves back,Activity,conditional
doc-6.1,the bill amount exceeds EUR 20,Condition Specification,check,Activity,
doc-6.1,check,Activity,the Board,Actor,
doc-6.1,check,Activity,it,Activity Data,
doc-6.1,check,Activity,moves back,Activity,
doc-6.1,moves back,Activity,The copy of the invoice including the docket,Activity Data,
doc-6.1,moves back,Activity,the accounting employee,Actor,
doc-6.1,moves back,Activity,in the appropriate signature file,Further Specification,
doc-6.1,moves back,Activity,Should,XOR Gateway,
doc-6.1,Should,XOR Gateway,there be a complaint during the commercial audit,Condition Specification,conditional
doc-6.1,Should,XOR Gateway,gives,Activity,conditional
doc-6.1,there be a complaint during the commercial audit,Condition Specification,resolved,Activity,
doc-6.1,resolved,Activity,it,Activity Data,
doc-6.1,resolved,Activity,the accounting employee,Actor,
doc-6.1,resolved,Activity,gives,Activity,
doc-6.1,gives,Activity,the accounting employee,Actor,
doc-6.1,gives,Activity,payment instructions,Activity Data,
doc-6.1,gives,Activity,closes,Activity,
doc-6.1,closes,Activity,the accounting employee,Actor,
doc-6.1,closes,Activity,the instance in `` ACME financial accounting ``,Activity Data,
doc-6.4,determine,Activity,contact details,Activity Data,
doc-6.4,determine,Activity,Sometimes,XOR Gateway,
doc-6.4,Sometimes,XOR Gateway,buy,Activity,conditional
doc-6.4,Sometimes,XOR Gateway,sometimes,XOR Gateway,
doc-6.4,buy,Activity,we,Actor,
doc-6.4,buy,Activity,details for cold calls,Activity Data,
doc-6.4,buy,Activity,calling,Activity,
doc-6.4,sometimes,XOR Gateway,participates,Activity,conditional
doc-6.4,sometimes,XOR Gateway,sometimes,XOR Gateway,
doc-6.4,participates,Activity,our marketing staff,Actor,
doc-6.4,participates,Activity,in exhibitions,Activity Data,
doc-6.4,participates,Activity,calling,Activity,
doc-6.4,sometimes,XOR Gateway,know,Activity,conditional
doc-6.4,know,Activity,you,Actor,
doc-6.4,know,Activity,"somebody , who is interested in the product",Activity Data,
doc-6.4,know,Activity,calling,Activity,
doc-6.4,calling,Activity,the customer,Actor,
doc-6.4,calling,Activity,the call center staff,Actor,
doc-6.4,calling,Activity,determining,Activity,
doc-6.4,determining,Activity,They,Actor,
doc-6.4,determining,Activity,the contact person,Activity Data,
doc-6.4,determining,Activity,the budget,Activity Data,
doc-6.4,determining,Activity,asking,Activity,
doc-6.4,asking,Activity,They,Actor,
doc-6.4,asking,Activity,the customer,Actor,
doc-6.4,asking,Activity,If,XOR Gateway,
doc-6.4,If,XOR Gateway,this is not the case,Condition Specification,conditional
doc-6.4,If,XOR Gateway,If,XOR Gateway,conditional
doc-6.4,this is not the case,Condition Specification,if,XOR Gateway,
doc-6.4,leave,Activity,we,Actor,
doc-6.4,leave,Activity,him,Activity Data,
doc-6.4,if,XOR Gateway,leave,Activity,conditional
doc-6.4,if,XOR Gateway,the potential project budget is huge,Condition Specification,conditional
doc-6.4,the potential project budget is huge,Condition Specification,acquire,Activity,
doc-6.4,acquire,Activity,the head of development,Actor,
doc-6.4,acquire,Activity,the customer,Activity Data,
doc-6.4,acquire,Activity,If,XOR Gateway,
doc-6.4,If,XOR Gateway,the customer is interested in the end,Condition Specification,conditional
doc-6.4,the customer is interested in the end,Condition Specification,given,Activity,
doc-6.4,given,Activity,the customer,Actor,
doc-6.4,given,Activity,a detailed online presentation,Activity Data,
doc-6.4,given,Activity,a sales representative or by a pre-sales employee,Actor,
doc-6.4,given,Activity,waiting for,Activity,
doc-6.4,waiting for,Activity,we,Actor,
doc-6.4,waiting for,Activity,the customer to come back to us,Activity Data,
doc-6.4,waiting for,Activity,If,XOR Gateway,
doc-6.4,If,XOR Gateway,we are not contacted within 2 weeks,Condition Specification,conditional
doc-6.4,If,XOR Gateway,creation,Activity,conditional
doc-6.4,we are not contacted within 2 weeks,Condition Specification,calling,Activity,
doc-6.4,calling,Activity,a sales representative,Actor,
doc-6.4,calling,Activity,the customer,Actor,
doc-6.4,calling,Activity,creation,Activity,
doc-6.4,creation,Activity,a quotation,Activity Data,
doc-9.5,received,Activity,the Expense Report,Activity Data,
doc-9.5,received,Activity,if,XOR Gateway,
doc-9.5,created,Activity,a new account,Activity Data,
doc-9.5,created,Activity,reviewed,Activity,
doc-9.5,if,XOR Gateway,the employee does not already have one,Condition Specification,conditional
doc-9.5,if,XOR Gateway,reviewed,Activity,conditional
doc-9.5,the employee does not already have one,Condition Specification,created,Activity,
doc-9.5,reviewed,Activity,The report,Activity Data,
doc-9.5,reviewed,Activity,for automatic approval,Further Specification,
doc-9.5,reviewed,Activity,whereas,XOR Gateway,
doc-9.5,Amounts under $200,Condition Specification,approved,Activity,
doc-9.5,approved,Activity,The report,Activity Data,
doc-9.5,approved,Activity,automatically,Further Specification,
doc-9.5,whereas,XOR Gateway,Amounts under $200,Condition Specification,conditional
doc-9.5,whereas,XOR Gateway,amounts equal to or over $200,Condition Specification,conditional
doc-9.5,amounts equal to or over $200,Condition Specification,require,Activity,
doc-9.5,require,Activity,approval,Activity Data,
doc-9.5,require,Activity,the supervisor,Actor,
doc-9.5,require,Activity,In case of,XOR Gateway,
doc-9.5,In case of,XOR Gateway,rejection,Condition Specification,conditional
doc-9.5,In case of,XOR Gateway,Otherwise,XOR Gateway,
doc-9.5,rejection,Condition Specification,receive,Activity,
doc-9.5,receive,Activity,the employee,Actor,
doc-9.5,receive,Activity,a rejection notice,Activity Data,
doc-9.5,receive,Activity,by email,Further Specification,
doc-9.5,Otherwise,XOR Gateway,goes,Activity,conditional
doc-9.5,Otherwise,XOR Gateway,If,XOR Gateway,
doc-9.5,goes,Activity,the reimbursement,Activity Data,
doc-9.5,goes,Activity,to the employees direct deposit bank account,Further Specification,
doc-9.5,If,XOR Gateway,the request is not completed in 7 days,Condition Specification,conditional
doc-9.5,the request is not completed in 7 days,Condition Specification,receive,Activity,
doc-9.5,receive,Activity,the employee,Actor,
doc-9.5,receive,Activity,an approval in progress email,Activity Data,
doc-9.5,receive,Activity,If,XOR Gateway,
doc-9.5,If,XOR Gateway,the request is not finished within 30 days,Condition Specification,conditional
doc-9.5,the request is not finished within 30 days,Condition Specification,receives,Activity,
doc-9.5,receives,Activity,the employee,Actor,
doc-9.5,receives,Activity,an email cancellation notice,Activity Data,
doc-9.5,receives,Activity,re-submit,Activity,
doc-9.5,re-submit,Activity,received,Activity,
doc-9.5,re-submit,Activity,the employee,Actor,
doc-9.5,re-submit,Activity,the expense report,Activity Data,
doc-10.5,requests,Activity,The MPON,Actor,
doc-10.5,requests,Activity,a device takeover bid,Activity Data,
doc-10.5,requests,Activity,the MPOO,Actor,
doc-10.5,requests,Activity,sends,Activity,
doc-10.5,sends,Activity,The MPOO,Actor,
doc-10.5,sends,Activity,a tender for the equipment takeover,Activity Data,
doc-10.5,sends,Activity,the MPON,Actor,
doc-10.5,sends,Activity,places,Activity,
doc-10.5,places,Activity,The MPON,Actor,
doc-10.5,places,Activity,an order,Activity Data,
doc-10.5,places,Activity,the MPOO,Actor,
doc-10.5,places,Activity,confirms,Activity,
doc-10.5,confirms,Activity,The MPOO,Actor,
doc-10.5,confirms,Activity,the order of the MPON,Activity Data,
doc-10.5,confirms,Activity,sends,Activity,
doc-10.5,sends,Activity,The MPOO,Actor,
doc-10.5,sends,Activity,the master data,Activity Data,
doc-3.2,checked,Activity,the files which have yet to be processed,Activity Data,
doc-3.2,checked,Activity,If,XOR Gateway,
doc-3.2,If,XOR Gateway,some files are missing,Condition Specification,conditional
doc-3.2,If,XOR Gateway,otherwise,XOR Gateway,
doc-3.2,some files are missing,Condition Specification,initiated,Activity,
doc-3.2,initiated,Activity,a search,Activity Data,
doc-3.2,initiated,Activity,meantime,AND Gateway,
doc-3.2,otherwise,XOR Gateway,tracked,Activity,conditional
doc-3.2,tracked,Activity,the files,Activity Data,
doc-3.2,tracked,Activity,to the intended location,Further Specification,
doc-3.2,tracked,Activity,meantime,AND Gateway,
doc-3.2,handed,Activity,these,Activity Data,
doc-3.2,handed,Activity,the Associate,Actor,
doc-3.2,handed,Activity,conducted,Activity,
doc-3.2,meantime,AND Gateway,handed,Activity,conditional
doc-3.2,meantime,AND Gateway,distributed,Activity,conditional
doc-3.2,distributed,Activity,the Judgeis Lawlist,Activity Data,
doc-3.2,distributed,Activity,the relevant people,Actor,
doc-3.2,distributed,Activity,conducted,Activity,
doc-3.2,conducted,Activity,the directions hearings,Activity Data,
doc-3.5,collected,Activity,Mail from the party,Activity Data,
doc-3.5,collected,Activity,the Mail Processing Unit,Actor,
doc-3.5,collected,Activity,sorts,Activity,
